distance_taken,trans_amount,max_card_amount,remaining_amount,fuel_bought,empl_affidability,vehicle_max_capacity,fuel_consumed,delta_time,label
237.11172358195515,19.591554419230306,1476.9932527826018,724.6778869575626,15.080188224258919,0.22304162731352795,36.174346830156345,3261.037935140584,0 days,0.0
233.89845256178387,47.117281589411746,1476.9932527826018,724.6778869575626,40.6086862462306,0.22304162731352795,36.174346830156345,3216.8452713010643,0 days,1.0
641.8761455693239,18.289106737074537,997.9242873758894,983.2659352396103,10.756378823421638,0.5532943241933614,31.61731587259957,7915.713084347039,0 days,0.0
162.06704890224836,11.244205530529246,641.7592782277771,407.918795182592,8.245446782052415,0.6157862171834251,35.71665312852781,957.6530944512751,0 days,0.0
136.98525237511035,25.268917885667943,1368.6693377119393,1182.7065206812508,17.369954981807876,0.6990502497669733,44.6853719663189,1310.425746985816,0 days,0.0
61.48136608838341,10.935819749524002,864.5999247879786,685.0754984825696,7.921215926851212,0.8362591932974193,44.6853719663189,588.1418888907847,0 days,0.0
754.8851247863765,33.78218544987149,717.8379618932188,624.1451325839971,16.09249735666451,0.580689054437327,31.61731587259957,9309.35679834375,0 days,0.0
235.96728804602924,17.50817188749358,1365.9573048629081,489.03665257852396,11.395727683887651,0.6838722055226985,31.951115260907073,3208.664706049572,0 days,0.0
591.5878589816525,47.759690409273105,997.9242873758894,983.2659352396103,18.899465347359445,0.5532943241933614,31.61731587259957,7295.550377134497,0 days,0.0
225.077078964602,59.67047263362741,922.1472240317621,645.6687040845961,48.143169824128925,0.9921160883386869,35.71665312852781,1329.9789353881106,0 days,1.0
489.9694170781362,18.109468396974556,1041.403570680322,471.0528637926168,8.689359518196673,0.40858428965792004,46.44733265051036,7087.359496638771,0 days,0.0
418.19982095940003,43.3602495917128,1224.8660980280793,855.3025435630639,35.98566775868986,0.9605037063484321,44.6853719663189,4000.5752682733983,0 days,0.0
6.036704399850561,29.34205239410327,746.1135546513369,80.70975030315243,28.207024884029313,0.8558926882413053,34.14385611990835,89.96025636686895,0 days,0.0
444.4898713393165,55.19097725233396,1224.8660980280793,855.3025435630639,35.135594093853946,0.9605037063484321,44.6853719663189,4252.070654163977,0 days,0.0
504.9554647196949,23.054266319032507,1041.403570680322,471.0528637926168,10.132283745544274,0.40858428965792004,46.44733265051036,7304.131203948299,0 days,0.0
487.4415014820531,41.1725516864445,1041.403570680322,471.0528637926168,21.189316602424185,0.40858428965792004,46.44733265051036,7050.793445815759,0 days,0.0
598.1195427206675,50.71154274671868,987.6605981623893,723.8303626090834,20.166087182849335,0.012280099297604208,31.951115260907073,8133.18270773172,0 days,1.0
274.9449468756847,52.17839255799001,1365.9573048629081,489.03665257852396,25.682899822997832,0.6838722055226985,31.951115260907073,3738.6798587717612,0 days,0.0
144.42060882204515,33.077037307193436,641.7592782277771,407.918795182592,15.788717882349388,0.6157862171834251,35.71665312852781,853.3803995183994,0 days,0.0
597.6117166006154,17.160701219045713,987.6605981623893,723.8303626090834,10.440634662569916,0.012280099297604208,31.951115260907073,8126.277327915246,0 days,1.0
620.8533192455734,14.344853417038447,997.9242873758894,983.2659352396103,6.666748803087803,0.5532943241933614,31.61731587259957,7656.45643094194,0 days,0.0
464.238640476547,42.852818194147424,1224.8660980280793,855.3025435630639,30.431200726467548,0.9605037063484321,44.6853719663189,4440.990958357306,0 days,1.0
654.3481378453886,32.76631753714483,637.9497727481296,26.31323311620959,25.141038697582104,0.8945606307370993,36.76742603299461,5518.501905083754,0 days,1.0
164.12592402316574,57.184058591273335,1405.676554564657,75.79966926443687,38.386299600386636,0.24061392470019372,47.74616320987329,1212.7838640229536,0 days,0.0
218.16551749168624,17.149357703017145,1365.9573048629081,489.03665257852396,8.266803032977945,0.6838722055226985,31.951115260907073,2966.597623972624,0 days,0.0
451.6373639854196,39.1836541977396,1224.8660980280793,855.3025435630639,20.62882381260891,0.9605037063484321,44.6853719663189,4320.444863996416,0 days,0.0
681.4442017768299,31.93465314586233,717.8379618932188,624.1451325839971,20.02744597155025,0.580689054437327,31.61731587259957,8403.672299541315,0 days,0.0
169.6827529637784,38.376196579014064,1405.676554564657,75.79966926443687,23.307668513675036,0.24061392470019372,47.74616320987329,1253.8452168495771,0 days,0.0
610.8398903259791,50.62020256638184,997.9242873758894,983.2659352396103,21.57356070059003,0.5532943241933614,31.61731587259957,7532.969320749198,0 days,0.0
442.70266127797703,28.89369008607613,1224.8660980280793,855.3025435630639,24.76680605542781,0.9605037063484321,44.6853719663189,4234.973878861201,0 days,0.0
145.07478647370772,49.88833971599183,1405.676554564657,75.79966926443687,23.919830688346902,0.24061392470019372,47.74616320987329,1072.008344562644,0 days,1.0
24.86279114134398,11.59273161693675,746.1135546513369,80.70975030315243,11.078996234330264,0.8558926882413053,34.14385611990835,370.5106158795172,0 days,0.0
222.17602411094026,21.55348621770879,1360.4017849844688,1116.0855957109864,9.149147750704815,0.9749767851960366,30.68645014855345,1834.228848278813,0 days,1.0
139.5444570122515,22.239534068185094,1405.676554564657,75.79966926443687,10.837419439456802,0.24061392470019372,47.74616320987329,1031.1428056570523,0 days,0.0
266.79867946906785,18.300025636160264,1365.9573048629081,489.03665257852396,12.878919481652405,0.6838722055226985,31.951115260907073,3627.907552448714,0 days,1.0
506.7658170034417,11.311237931558484,1041.403570680322,471.0528637926168,8.776464049226236,0.40858428965792004,46.44733265051036,7330.317771932457,0 days,0.0
211.21321637793991,46.57161088907519,1360.4017849844688,1116.0855957109864,21.69925199933154,0.9749767851960366,30.68645014855345,1743.7226909089138,0 days,0.0
202.43688113223965,23.27771392249155,1368.6693377119393,1182.7065206812508,9.38197777507544,0.6990502497669733,44.6853719663189,1936.5478880074975,0 days,0.0
22.136728765333945,10.575115816641258,864.5999247879786,685.0754984825696,9.594576211708047,0.8362591932974193,44.6853719663189,211.76395871214137,0 days,0.0
586.916010617369,45.96691443059483,997.9242873758894,983.2659352396103,34.20446907056769,0.5532943241933614,31.61731587259957,7237.93644104961,0 days,1.0
597.5671798463698,48.33646350514918,987.6605981623893,723.8303626090834,33.477547409866865,0.012280099297604208,31.951115260907073,8125.6717206183475,0 days,1.0
182.5181159759666,45.062293464304325,1365.9573048629081,489.03665257852396,18.60483654414853,0.6838722055226985,31.951115260907073,2481.86704943826,0 days,0.0
249.13249746268045,33.05183915341881,1360.4017849844688,1116.0855957109864,24.9034042633402,0.9749767851960366,30.68645014855345,2056.7746484724994,0 days,1.0
219.85640960799523,56.25736087846055,1476.9932527826018,724.6778869575626,26.27175266096273,0.22304162731352795,36.174346830156345,3023.722661978245,0 days,0.0
589.4447947219219,34.180527798787125,987.6605981623893,723.8303626090834,28.660343694257747,0.012280099297604208,31.951115260907073,8015.224163698195,0 days,1.0
220.15314143471377,26.441900895771543,1476.9932527826018,724.6778869575626,10.54863988167487,0.22304162731352795,36.174346830156345,3027.803665350304,0 days,0.0
10.562916429858014,55.42444997898952,635.7336322108358,346.83114482441886,27.72690557443003,0.4997903613434752,43.84709098126132,60.09456884887991,0 days,1.0
